activity_id	compd_id	domain_name	category_flag	status_flag	manual_flag	comment	timestamp	submitter
6291561	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291561	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291562	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291562	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291563	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291563	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291564	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291564	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291565	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291565	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291566	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291566	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291567	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291567	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291568	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291568	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291569	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291569	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291570	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291570	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291571	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291571	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291572	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291572	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291573	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291573	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291574	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291574	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291511	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291511	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291523	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291523	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291535	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291535	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	06 Aug 2013 14:04:55	fak
6291553	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291553	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291557	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
6291557	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
1050232	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:36:01	fak
1050232	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:36:01	fak
2374358	1809	Lig_chan	2	0	1	lead compound is remote derivative of Willardiine orthosteric modulator	13 August 2013 10:35:52	fak
2374358	7113	ANF_receptor	2	1	1	lead compound is remote derivative of Willardiine orthosteric modulator	13 August 2013 10:35:52	fak
1051384	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:36:01	fak
1051384	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:36:01	fak
2479038	680	7tm_3	2	0	1	lead compound is introduced as non-competitive	12 August 2013 15:45:25	fak
2479038	7097	ANF_receptor	2	1	1	lead compound is introduced as non-competitive	12 August 2013 15:45:25	fak
5248850	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248850	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248851	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248851	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248860	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248860	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248871	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248871	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248872	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248872	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248873	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248873	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248878	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248878	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248880	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248880	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248881	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248881	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248882	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248882	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248883	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248883	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248884	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248884	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248885	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248885	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248886	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248886	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248887	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248887	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248888	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248888	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248889	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248889	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248890	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248890	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248891	680	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
5248891	7097	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
1748868	867	SH2	2	1	1	compounds target kinase activity	11 August 2013 16:33:37	fak
1748868	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	11 August 2013 16:33:37	fak
1748872	867	SH2	2	1	1	compounds target kinase activity	11 August 2013 16:33:38	fak
1748872	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	11 August 2013 16:33:38	fak
1748875	867	SH2	2	1	1	compounds target kinase activity	11 August 2013 16:33:38	fak
1748875	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	11 August 2013 16:33:38	fak
7690837	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7690837	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
1058842	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:36:02	fak
1058842	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:36:02	fak
2108317	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108317	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108318	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108318	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108319	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108319	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108320	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108320	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108321	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108321	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108322	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108322	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108323	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108323	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108324	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108324	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108328	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108328	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108329	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108329	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108330	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108330	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108331	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108331	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108332	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2108332	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2374362	7102	ANF_receptor	2	1	1	lead compound is remote derivative of Willardiine orthosteric modulator	19 August 2013 21:58:58	fak
2374362	1798	Lig_chan	2	0	1	lead compound is remote derivative of Willardiine orthosteric modulator	19 August 2013 21:58:58	fak
2112076	867	SH2	2	1	1	compounds target kinase activity	11 August 2013 22:28:23	fak
2112076	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	11 August 2013 22:28:24	fak
1066346	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:36:03	fak
1066346	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:36:03	fak
2095570	866	SH2	2	1	1	compound is shown in ATP binding pocket	11 August 2013 19:24:49	fak
2095570	10578	Pkinase_Tyr	2	0	1	compound is shown in ATP binding pocket	11 August 2013 19:24:49	fak
1066888	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
1066888	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2095585	866	SH2	2	1	1	compound is shown in ATP binding pocket	11 August 2013 19:24:50	fak
2095585	10578	Pkinase_Tyr	2	0	1	compound is shown in ATP binding pocket	11 August 2013 19:24:50	fak
1067463	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:51:46	fak
1067463	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:51:46	fak
1068059	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
1068059	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
1401350	7123	ANF_receptor	2	1	1	non-competitive antagonists	12 August 2013 12:49:21	fak
1401350	687	7tm_3	2	0	1	non-competitive antagonists	12 August 2013 12:49:21	fak
1068083	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
