activity_id	compd_id	domain_name	category_flag	status_flag	manual_flag	comment	timestamp	submitter	domain_id
6291510	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291512	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291512	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291513	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291513	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291514	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291514	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291515	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291515	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291516	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291516	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291517	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291517	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291518	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291518	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291519	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291519	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291520	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291520	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291521	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291521	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291522	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291522	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291524	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291555	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291524	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291525	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291525	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291526	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291526	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291527	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291527	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291528	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291528	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291529	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291529	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291530	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291530	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291531	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291531	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291532	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291532	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291533	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291533	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291534	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291534	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291536	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291536	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291537	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291537	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291538	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291538	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291539	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291539	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291540	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291540	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291541	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291541	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291542	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291542	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291543	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291543	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291544	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291544	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291545	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291545	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291546	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291546	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291547	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291547	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291548	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291548	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291549	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291549	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291550	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291550	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291551	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291551	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291552	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291552	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
2097168	675	7tm_3	2	0	1	paper describes non-competitive antagonists	2013-08-12 17:50:54	fak	2629
2097168	7084	ANF_receptor	2	1	1	paper describes non-competitive antagonists	2013-08-12 17:50:54	fak	3216
6291554	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291554	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291555	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291556	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291556	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291558	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291558	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291559	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291559	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291560	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291560	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291561	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291561	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291562	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291562	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291563	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291563	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291564	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291564	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291565	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291565	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291566	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291566	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291567	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291567	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291568	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291568	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291569	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291569	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291570	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291570	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291571	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291571	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291572	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291572	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291573	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291573	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291574	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291574	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291511	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291511	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291523	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291523	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291535	680	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6291535	7097	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
6291553	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291553	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
6291557	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6291557	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
1050232	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:36:01	fak	2836
1050232	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:36:01	fak	2773
2374358	1809	Lig_chan	2	0	1	lead compound is remote derivative of Willardiine orthosteric modulator	2013-08-13 10:35:52	fak	2676
2374358	7113	ANF_receptor	2	1	1	lead compound is remote derivative of Willardiine orthosteric modulator	2013-08-13 10:35:52	fak	3216
1051384	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:36:01	fak	2836
1051384	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:36:01	fak	2773
2479038	680	7tm_3	2	0	1	lead compound is introduced as non-competitive	2013-08-12 15:45:25	fak	2629
2479038	7097	ANF_receptor	2	1	1	lead compound is introduced as non-competitive	2013-08-12 15:45:25	fak	3216
5248850	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248850	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248851	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248851	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248860	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248860	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248871	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248871	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248872	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248872	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248873	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248873	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248878	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248878	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248880	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248880	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248881	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248881	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248882	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248882	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248883	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248883	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248884	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248884	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248885	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248885	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248886	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248886	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248887	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248887	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248888	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248888	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248889	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248889	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248890	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248890	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
5248891	680	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
5248891	7097	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
1748868	867	SH2	2	1	1	compounds target kinase activity	2013-08-11 16:33:37	fak	2640
1748868	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	2013-08-11 16:33:37	fak	4003
1748872	867	SH2	2	1	1	compounds target kinase activity	2013-08-11 16:33:38	fak	2640
1748872	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	2013-08-11 16:33:38	fak	4003
1748875	867	SH2	2	1	1	compounds target kinase activity	2013-08-11 16:33:38	fak	2640
1748875	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	2013-08-11 16:33:38	fak	4003
7690837	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
7690837	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
1058842	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:36:02	fak	2836
1058842	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:36:02	fak	2773
2108317	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2108317	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2108318	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2108318	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2108319	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2108319	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
